RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
212,Albania,M,Residence,Rural,... if she neglects the children,42736,8.9,ALB
212,Albania,M,Residence,Urban,... if she neglects the children,42736,7.4,ALB
282,Albania,M,Residence,Rural,... if she refuses to have sex with him,42736,2.2,ALB
282,Albania,M,Residence,Urban,... if she refuses to have sex with him,42736,2,ALB
3,Angola,F,Education,Higher,... if she burns the food,42005,0.9,AGO
3,Angola,F,Education,Secondary,... if she burns the food,42005,5.3,AGO
3,Angola,F,Residence,Urban,... if she burns the food,42005,6.9,AGO
3,Angola,F,Employment,Unemployed,... if she burns the food,42005,8.8,AGO
3,Angola,F,Marital status,Never married,... if she burns the food,42005,9.8,AGO
3,Angola,F,Employment,Employed for cash,... if she burns the food,42005,9.9,AGO
3,Angola,F,Age,25-34,... if she burns the food,42005,10,AGO
3,Angola,F,Age,15-24,... if she burns the food,42005,10.6,AGO
3,Angola,F,Marital status,Married or living together,... if she burns the food,42005,10.8,AGO
3,Angola,F,Age,35-49,... if she burns the food,42005,11,AGO
3,Angola,F,Marital status,Widowed, divorced, separated,... if she burns the food,42005,12.2,AGO
3,Angola,F,Education,Primary,... if she burns the food,42005,13.4,AGO
3,Angola,F,Employment,Employed for kind,... if she burns the food,42005,14.3,AGO
3,Angola,F,Education,No education,... if she burns the food,42005,17.3,AGO
3,Angola,F,Residence,Rural,... if she burns the food,42005,19,AGO
3,Angola,M,Education,Higher,... if she burns the food,42005,0.7,AGO
3,Angola,M,Age,35-49,... if she burns the food,42005,3.7,AGO
3,Angola,M,Marital status,Married or living together,... if she burns the food,42005,4.4,AGO
3,Angola,M,Residence,Urban,... if she burns the food,42005,4.9,AGO
3,Angola,M,Education,Secondary,... if she burns the food,42005,5,AGO
3,Angola,M,Age,25-34,... if she burns the food,42005,5.3,AGO
3,Angola,M,Employment,Employed for cash,... if she burns the food,42005,5.5,AGO
3,Angola,M,Employment,Unemployed,... if she burns the food,42005,6.1,AGO
3,Angola,M,Marital status,Never married,... if she burns the food,42005,7.3,AGO
3,Angola,M,Age,15-24,... if she burns the food,42005,7.7,AGO
3,Angola,M,Employment,Employed for kind,... if she burns the food,42005,7.9,AGO
3,Angola,M,Education,Primary,... if she burns the food,42005,8.1,AGO
3,Angola,M,Residence,Rural,... if she burns the food,42005,8.9,AGO
3,Angola,M,Marital status,Widowed, divorced, separated,... if she burns the food,42005,9.3,AGO
3,Angola,M,Education,No education,... if she burns the food,42005,10.8,AGO
353,Angola,F,Age,15-24,... for at least one specific reason,42005,24.9,AGO
353,Angola,F,Age,25-34,... for at least one specific reason,42005,24.4,AGO
353,Angola,F,Age,35-49,... for at least one specific reason,42005,26.6,AGO
73,Angola,F,Age,15-24,... if she argues with him,42005,14.9,AGO
73,Angola,F,Age,25-34,... if she argues with him,42005,14.1,AGO
73,Angola,F,Age,35-49,... if she argues with him,42005,17.1,AGO
143,Angola,F,Age,15-24,... if she goes out without telling him,42005,13.8,AGO
143,Angola,F,Age,25-34,... if she goes out without telling him,42005,14,AGO
143,Angola,F,Age,35-49,... if she goes out without telling him,42005,16.3,AGO
213,Angola,F,Age,15-24,... if she neglects the children,42005,16.5,AGO
213,Angola,F,Age,25-34,... if she neglects the children,42005,15.6,AGO
213,Angola,F,Age,35-49,... if she neglects the children,42005,16.7,AGO
283,Angola,F,Age,15-24,... if she refuses to have sex with him,42005,10,AGO
283,Angola,F,Age,25-34,... if she refuses to have sex with him,42005,11.6,AGO
283,Angola,F,Age,35-49,... if she refuses to have sex with him,42005,14,AGO
353,Angola,F,Education,Higher,... for at least one specific reason,42005,7,AGO
353,Angola,F,Education,No education,... for at least one specific reason,42005,34.5,AGO
353,Angola,F,Education,Primary,... for at least one specific reason,42005,30.9,AGO
353,Angola,F,Education,Secondary,... for at least one specific reason,42005,16.8,AGO
73,Angola,F,Education,Higher,... if she argues with him,42005,3,AGO
73,Angola,F,Education,No education,... if she argues with him,42005,23.9,AGO
73,Angola,F,Education,Primary,... if she argues with him,42005,19.1,AGO
73,Angola,F,Education,Secondary,... if she argues with him,42005,8.2,AGO
143,Angola,F,Education,Higher,... if she goes out without telling him,42005,2.8,AGO
143,Angola,F,Education,No education,... if she goes out without telling him,42005,21,AGO
143,Angola,F,Education,Primary,... if she goes out without telling him,42005,18.5,AGO
143,Angola,F,Education,Secondary,... if she goes out without telling him,42005,8.5,AGO
213,Angola,F,Education,Higher,... if she neglects the children,42005,4.2,AGO
213,Angola,F,Education,No education,... if she neglects the children,42005,22.3,AGO
213,Angola,F,Education,Primary,... if she neglects the children,42005,20.1,AGO
213,Angola,F,Education,Secondary,... if she neglects the children,42005,10.8,AGO
283,Angola,F,Education,Higher,... if she refuses to have sex with him,42005,2.5,AGO
283,Angola,F,Education,No education,... if she refuses to have sex with him,42005,19.9,AGO
283,Angola,F,Education,Primary,... if she refuses to have sex with him,42005,14.2,AGO
283,Angola,F,Education,Secondary,... if she refuses to have sex with him,42005,5.3,AGO
353,Angola,F,Employment,Employed for cash,... for at least one specific reason,42005,26.6,AGO
353,Angola,F,Employment,Employed for kind,... for at least one specific reason,42005,28.4,AGO
353,Angola,F,Employment,Unemployed,... for at least one specific reason,42005,21.3,AGO
73,Angola,F,Employment,Employed for cash,... if she argues with him,42005,16.1,AGO
73,Angola,F,Employment,Employed for kind,... if she argues with him,42005,19.1,AGO
73,Angola,F,Employment,Unemployed,... if she argues with him,42005,11.6,AGO
143,Angola,F,Employment,Employed for cash,... if she goes out without telling him,42005,15.2,AGO
143,Angola,F,Employment,Employed for kind,... if she goes out without telling him,42005,17.3,AGO
143,Angola,F,Employment,Unemployed,... if she goes out without telling him,42005,11.7,AGO
213,Angola,F,Employment,Employed for cash,... if she neglects the children,42005,16.7,AGO
213,Angola,F,Employment,Employed for kind,... if she neglects the children,42005,18.9,AGO
213,Angola,F,Employment,Unemployed,... if she neglects the children,42005,14,AGO
283,Angola,F,Employment,Employed for cash,... if she refuses to have sex with him,42005,12.4,AGO
283,Angola,F,Employment,Employed for kind,... if she refuses to have sex with him,42005,14.7,AGO
283,Angola,F,Employment,Unemployed,... if she refuses to have sex with him,42005,8.2,AGO
353,Angola,F,Marital status,Married or living together,... for at least one specific reason,42005,27.2,AGO
353,Angola,F,Marital status,Never married,... for at least one specific reason,42005,21.1,AGO
353,Angola,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42005,28.5,AGO
73,Angola,F,Marital status,Married or living together,... if she argues with him,42005,16.7,AGO
73,Angola,F,Marital status,Never married,... if she argues with him,42005,12.3,AGO
73,Angola,F,Marital status,Widowed, divorced, separated,... if she argues with him,42005,17.3,AGO
143,Angola,F,Marital status,Married or living together,... if she goes out without telling him,42005,15.9,AGO
143,Angola,F,Marital status,Never married,... if she goes out without telling him,42005,11.9,AGO
143,Angola,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42005,15.4,AGO
213,Angola,F,Marital status,Married or living together,... if she neglects the children,42005,17.2,AGO
213,Angola,F,Marital status,Never married,... if she neglects the children,42005,14.1,AGO
213,Angola,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42005,19,AGO
283,Angola,F,Marital status,Married or living together,... if she refuses to have sex with him,42005,12.5,AGO
283,Angola,F,Marital status,Never married,... if she refuses to have sex with him,42005,8.6,AGO
283,Angola,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42005,16.2,AGO
353,Angola,F,Residence,Rural,... for at least one specific reason,42005,37.4,AGO
353,Angola,F,Residence,Urban,... for at least one specific reason,42005,19.8,AGO
73,Angola,F,Residence,Rural,... if she argues with him,42005,26.2,AGO
73,Angola,F,Residence,Urban,... if she argues with him,42005,10.4,AGO
143,Angola,F,Residence,Rural,... if she goes out without telling him,42005,22.9,AGO
143,Angola,F,Residence,Urban,... if she goes out without telling him,42005,10.8,AGO
213,Angola,F,Residence,Rural,... if she neglects the children,42005,24.7,AGO
213,Angola,F,Residence,Urban,... if she neglects the children,42005,12.6,AGO
283,Angola,F,Residence,Rural,... if she refuses to have sex with him,42005,21.3,AGO
283,Angola,F,Residence,Urban,... if she refuses to have sex with him,42005,7.2,AGO
353,Angola,M,Age,15-24,... for at least one specific reason,42005,23.4,AGO
353,Angola,M,Age,25-34,... for at least one specific reason,42005,18.5,AGO
353,Angola,M,Age,35-49,... for at least one specific reason,42005,15.7,AGO
73,Angola,M,Age,15-24,... if she argues with him,42005,12.6,AGO
73,Angola,M,Age,25-34,... if she argues with him,42005,10.6,AGO
73,Angola,M,Age,35-49,... if she argues with him,42005,7.7,AGO
143,Angola,M,Age,15-24,... if she goes out without telling him,42005,8.9,AGO
143,Angola,M,Age,25-34,... if she goes out without telling him,42005,8.1,AGO
143,Angola,M,Age,35-49,... if she goes out without telling him,42005,7,AGO
213,Angola,M,Age,15-24,... if she neglects the children,42005,13.5,AGO
213,Angola,M,Age,25-34,... if she neglects the children,42005,10.7,AGO
213,Angola,M,Age,35-49,... if she neglects the children,42005,9.3,AGO
283,Angola,M,Age,15-24,... if she refuses to have sex with him,42005,6.3,AGO
283,Angola,M,Age,25-34,... if she refuses to have sex with him,42005,5.5,AGO
283,Angola,M,Age,35-49,... if she refuses to have sex with him,42005,4.4,AGO
353,Angola,M,Education,Higher,... for at least one specific reason,42005,3.9,AGO
353,Angola,M,Education,No education,... for at least one specific reason,42005,26.7,AGO
353,Angola,M,Education,Primary,... for at least one specific reason,42005,26.2,AGO
353,Angola,M,Education,Secondary,... for at least one specific reason,42005,18.1,AGO
73,Angola,M,Education,Higher,... if she argues with him,42005,1.6,AGO
73,Angola,M,Education,No education,... if she argues with him,42005,15.9,AGO
73,Angola,M,Education,Primary,... if she argues with him,42005,14.9,AGO
73,Angola,M,Education,Secondary,... if she argues with him,42005,9.2,AGO
143,Angola,M,Education,Higher,... if she goes out without telling him,42005,1.6,AGO
143,Angola,M,Education,No education,... if she goes out without telling him,42005,13.4,AGO
143,Angola,M,Education,Primary,... if she goes out without telling him,42005,11.2,AGO
143,Angola,M,Education,Secondary,... if she goes out without telling him,42005,6.8,AGO
213,Angola,M,Education,Higher,... if she neglects the children,42005,1.8,AGO
213,Angola,M,Education,No education,... if she neglects the children,42005,18.3,AGO
213,Angola,M,Education,Primary,... if she neglects the children,42005,17.1,AGO
213,Angola,M,Education,Secondary,... if she neglects the children,42005,9.1,AGO
283,Angola,M,Education,Higher,... if she refuses to have sex with him,42005,0.6,AGO
283,Angola,M,Education,No education,... if she refuses to have sex with him,42005,11.2,AGO
283,Angola,M,Education,Primary,... if she refuses to have sex with him,42005,7.6,AGO
283,Angola,M,Education,Secondary,... if she refuses to have sex with him,42005,4.4,AGO
353,Angola,M,Employment,Employed for cash,... for at least one specific reason,42005,19.7,AGO
353,Angola,M,Employment,Employed for kind,... for at least one specific reason,42005,23.6,AGO
353,Angola,M,Employment,Unemployed,... for at least one specific reason,42005,19,AGO
73,Angola,M,Employment,Employed for cash,... if she argues with him,42005,10.9,AGO
73,Angola,M,Employment,Employed for kind,... if she argues with him,42005,13.3,AGO
73,Angola,M,Employment,Unemployed,... if she argues with him,42005,9.5,AGO
143,Angola,M,Employment,Employed for cash,... if she goes out without telling him,42005,8.2,AGO
143,Angola,M,Employment,Employed for kind,... if she goes out without telling him,42005,9.2,AGO
143,Angola,M,Employment,Unemployed,... if she goes out without telling him,42005,7.7,AGO
213,Angola,M,Employment,Employed for cash,... if she neglects the children,42005,11.3,AGO
213,Angola,M,Employment,Employed for kind,... if she neglects the children,42005,13.8,AGO
213,Angola,M,Employment,Unemployed,... if she neglects the children,42005,11.1,AGO
283,Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,42005,5.2,AGO
283,Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,42005,7.3,AGO
283,Angola,M,Employment,Unemployed,... if she refuses to have sex with him,42005,5.4,AGO
353,Angola,M,Marital status,Married or living together,... for at least one specific reason,42005,19.1,AGO
353,Angola,M,Marital status,Never married,... for at least one specific reason,42005,20.6,AGO
353,Angola,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42005,25.1,AGO
73,Angola,M,Marital status,Married or living together,... if she argues with him,42005,10.5,AGO
73,Angola,M,Marital status,Never married,... if she argues with him,42005,10.6,AGO
73,Angola,M,Marital status,Widowed, divorced, separated,... if she argues with him,42005,17.4,AGO
143,Angola,M,Marital status,Married or living together,... if she goes out without telling him,42005,8.1,AGO
143,Angola,M,Marital status,Never married,... if she goes out without telling him,42005,8,AGO
143,Angola,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42005,12.8,AGO
213,Angola,M,Marital status,Married or living together,... if she neglects the children,42005,11.7,AGO
213,Angola,M,Marital status,Never married,... if she neglects the children,42005,11.2,AGO
213,Angola,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42005,16.7,AGO
283,Angola,M,Marital status,Married or living together,... if she refuses to have sex with him,42005,5.1,AGO
283,Angola,M,Marital status,Never married,... if she refuses to have sex with him,42005,5.8,AGO
